0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.0846306,1.05122,-0.0101223,-0.837264,-0.0381816,-0.258405,2.2495e-10,0.114511,1.4328,0.0548906,-0.726912,0.21465,-0.605974,-3.31756e-10
-0.169358,1.07547,-0.00509242,-0.832849,-0.211802,-0.348329,2.2495e-10,0.14393,1.43803,0.0867367,-0.727136,0.266505,-0.624293,-3.31756e-10
0.0218625,0.99816,0.0537725,-0.823763,-0.168066,-0.279998,2.2495e-10,0.39803,1.51545,0.310784,-0.691494,0.539914,-0.843891,-3.31756e-10
0.0218625,0.99816,0.0537725,-0.823763,-0.168066,-0.279998,2.2495e-10,0.0781484,1.12686,0.278264,-0.795884,0.513389,-0.529334,-3.31756e-10
0.0218625,0.99816,0.0537725,-0.823763,-0.168066,-0.279998,2.2495e-10,0.055087,0.716037,0.784379,-0.752176,1.24638,-0.603625,-3.31756e-10
0.0218625,0.99816,0.0537725,-0.823763,-0.168066,-0.279998,2.2495e-10,0.300479,0.829596,0.757329,-0.808859,1.18931,-0.742302,-3.31756e-10
-0.5978,0.961331,0.618843,-0.482103,0.267554,0.328933,2.2495e-10,-0.302858,0.614966,0.616662,-1.51408,0.391534,-0.576456,-3.31756e-10
-0.141673,0.925302,0.211734,-0.567241,0.144595,0.0923178,2.2495e-10,-0.302858,0.614966,0.616662,-1.51408,0.391534,-0.576456,-3.31756e-10
0.0641187,1.30002,0.224888,-0.801956,0.230168,-0.56326,2.2495e-10,-0.302858,0.614966,0.616662,-1.51408,0.391534,-0.576456,-3.31756e-10
-0.183021,1.13192,0.090708,-0.886182,-0.331631,-0.455598,2.2495e-10,-0.302858,0.614966,0.616662,-1.51408,0.391534,-0.576456,-3.31756e-10
-0.29913,0.770583,0.0438228,-1.21699,-0.388363,-0.476525,2.2495e-10,-0.129242,1.15877,0.441529,-1.51683,0.0602334,-1.08968,-3.31756e-10
-0.154173,0.717388,0.125444,-1.30474,-0.364063,-0.460477,2.2495e-10,-0.0627714,1.179,0.507824,-1.47723,0.146186,-1.10607,-3.31756e-10
